,Location,Parameter,Unit,Frequency,Date,Value
8386,5 - 14TH & BOND,N,MG/L,1 / 3 MO.,2014-05-31,0.91
8387,5 - 14TH & BOND,"N, Kjeldahl",MG/L,1 / 3 MO.,2014-05-31,
8388,5 - 14TH & BOND,P,MG/L,1 / 3 MO.,2014-05-31,0.72
8389,5 - 14TH & BOND,CaCO3,MG/L,1 / 3 MO.,2014-05-31,20.0
8390,5 - 14TH & BOND,Ag,UG/L,1 / 3 MO.,2014-05-31,0.5
8391,5 - 14TH & BOND,Zn,UG/L,1 / 3 MO.,2014-05-31,1.0
8392,5 - 14TH & BOND,Cd,UG/L,1 / 3 MO.,2014-05-31,0.1
8393,5 - 14TH & BOND,Pb,UG/L,1 / 3 MO.,2014-05-31,10.0
8394,5 - 14TH & BOND,Cu,UG/L,1 / 3 MO.,2014-05-31,16.0
8395,5 - 14TH & BOND,Flow,MGD,1 / 3 MO.,2014-05-31,0.00576
8396,5 - 14TH & BOND,TDS,MG/L,1 / 3 MO.,2014-05-31,66.0
8397,5 - 14TH & BOND,Streptococci,#/100ML,1 / 3 MO.,2014-05-31,1500.0
8398,5 - 14TH & BOND,E.Coli,#/100ML,1 / 3 MO.,2014-05-31,1000.0
8399,5 - 14TH & BOND,"BOD, C",MG/L,1 / 3 MO.,2014-05-31,
8400,1 - UNIVERSITY & I-630,Se,UG/L,1 / 3 MO.,2014-08-31,
8401,1 - UNIVERSITY & I-630,Be,UG/L,1 / 3 MO.,2014-08-31,
8402,1 - UNIVERSITY & I-630,Ni,UG/L,1 / 3 MO.,2014-08-31,
8403,1 - UNIVERSITY & I-630,Cr,UG/L,1 / 3 MO.,2014-08-31,
8404,1 - UNIVERSITY & I-630,Hg,UG/L,1 / 3 MO.,2014-08-31,
8405,1 - UNIVERSITY & I-630,Cyanide,UG/L,1 / 3 MO.,2014-08-31,
8406,1 - UNIVERSITY & I-630,BOD,MG/L,1 / 3 MO.,2014-08-31,8.0
8407,1 - UNIVERSITY & I-630,pH,SU,1 / 3 MO.,2014-08-31,7.3
8408,1 - UNIVERSITY & I-630,TSS,MG/L,1 / 3 MO.,2014-08-31,81.0
8409,1 - UNIVERSITY & I-630,Oil,MG/L,1 / 3 MO.,2014-08-31,1.4
8410,1 - UNIVERSITY & I-630,N,MG/L,1 / 3 MO.,2014-08-31,0.85
8411,1 - UNIVERSITY & I-630,"N, Kjeldahl",MG/L,1 / 3 MO.,2014-08-31,
8412,1 - UNIVERSITY & I-630,P,MG/L,1 / 3 MO.,2014-08-31,0.42
8413,1 - UNIVERSITY & I-630,CaCO3,MG/L,1 / 3 MO.,2014-08-31,91.0
8414,1 - UNIVERSITY & I-630,Ag,UG/L,1 / 3 MO.,2014-08-31,0.5
8415,1 - UNIVERSITY & I-630,Zn,UG/L,1 / 3 MO.,2014-08-31,14.0
8416,1 - UNIVERSITY & I-630,Cd,UG/L,1 / 3 MO.,2014-08-31,0.1
8417,1 - UNIVERSITY & I-630,Pb,UG/L,1 / 3 MO.,2014-08-31,0.5
8418,1 - UNIVERSITY & I-630,Cu,UG/L,1 / 3 MO.,2014-08-31,4.0
8419,1 - UNIVERSITY & I-630,Flow,MGD,1 / 3 MO.,2014-08-31,0.00864
8420,1 - UNIVERSITY & I-630,TDS,MG/L,1 / 3 MO.,2014-08-31,12.0
8421,1 - UNIVERSITY & I-630,Streptococci,#/100ML,1 / 3 MO.,2014-08-31,1950.0
8422,1 - UNIVERSITY & I-630,E.Coli,#/100ML,1 / 3 MO.,2014-08-31,2000.0
8423,1 - UNIVERSITY & I-630,"BOD, C",MG/L,1 / 3 MO.,2014-08-31,
8424,2 - 33RD & WHITFIELD,Se,UG/L,1 / 3 MO.,2014-08-31,
8425,2 - 33RD & WHITFIELD,Be,UG/L,1 / 3 MO.,2014-08-31,
8426,2 - 33RD & WHITFIELD,Ni,UG/L,1 / 3 MO.,2014-08-31,
8427,2 - 33RD & WHITFIELD,Cr,UG/L,1 / 3 MO.,2014-08-31,
8428,2 - 33RD & WHITFIELD,Hg,UG/L,1 / 3 MO.,2014-08-31,
8429,2 - 33RD & WHITFIELD,Cyanide,UG/L,1 / 3 MO.,2014-08-31,
8430,2 - 33RD & WHITFIELD,BOD,MG/L,1 / 3 MO.,2014-08-31,12.0
8431,2 - 33RD & WHITFIELD,pH,SU,1 / 3 MO.,2014-08-31,6.8
8432,2 - 33RD & WHITFIELD,TSS,MG/L,1 / 3 MO.,2014-08-31,128.0
8433,2 - 33RD & WHITFIELD,Oil,MG/L,1 / 3 MO.,2014-08-31,1.4
8434,2 - 33RD & WHITFIELD,N,MG/L,1 / 3 MO.,2014-08-31,1.17
8435,2 - 33RD & WHITFIELD,"N, Kjeldahl",MG/L,1 / 3 MO.,2014-08-31,
8436,2 - 33RD & WHITFIELD,P,MG/L,1 / 3 MO.,2014-08-31,0.23
8437,2 - 33RD & WHITFIELD,CaCO3,MG/L,1 / 3 MO.,2014-08-31,52.0
8438,2 - 33RD & WHITFIELD,Ag,UG/L,1 / 3 MO.,2014-08-31,0.5
8439,2 - 33RD & WHITFIELD,Zn,UG/L,1 / 3 MO.,2014-08-31,19.0
8440,2 - 33RD & WHITFIELD,Cd,UG/L,1 / 3 MO.,2014-08-31,0.1
8441,2 - 33RD & WHITFIELD,Pb,UG/L,1 / 3 MO.,2014-08-31,3.0
8442,2 - 33RD & WHITFIELD,Cu,UG/L,1 / 3 MO.,2014-08-31,2.0
8443,2 - 33RD & WHITFIELD,Flow,MGD,1 / 3 MO.,2014-08-31,0.0864
8444,2 - 33RD & WHITFIELD,TDS,MG/L,1 / 3 MO.,2014-08-31,44.0
8445,2 - 33RD & WHITFIELD,Streptococci,#/100ML,1 / 3 MO.,2014-08-31,3600.0
8446,2 - 33RD & WHITFIELD,E.Coli,#/100ML,1 / 3 MO.,2014-08-31,2400.0
8447,2 - 33RD & WHITFIELD,"BOD, C",MG/L,1 / 3 MO.,2014-08-31,
8448,3 - CHENAL PKWY & OAK MEADOW,Se,UG/L,1 / 3 MO.,2014-08-31,
8449,3 - CHENAL PKWY & OAK MEADOW,Be,UG/L,1 / 3 MO.,2014-08-31,
8450,3 - CHENAL PKWY & OAK MEADOW,Ni,UG/L,1 / 3 MO.,2014-08-31,
8451,3 - CHENAL PKWY & OAK MEADOW,Cr,UG/L,1 / 3 MO.,2014-08-31,
8452,3 - CHENAL PKWY & OAK MEADOW,Hg,UG/L,1 / 3 MO.,2014-08-31,
8453,3 - CHENAL PKWY & OAK MEADOW,Cyanide,UG/L,1 / 3 MO.,2014-08-31,
8454,3 - CHENAL PKWY & OAK MEADOW,BOD,MG/L,1 / 3 MO.,2014-08-31,10.0
8455,3 - CHENAL PKWY & OAK MEADOW,pH,SU,1 / 3 MO.,2014-08-31,6.3
8456,3 - CHENAL PKWY & OAK MEADOW,TSS,MG/L,1 / 3 MO.,2014-08-31,114.0
8457,3 - CHENAL PKWY & OAK MEADOW,Oil,MG/L,1 / 3 MO.,2014-08-31,8.6
8458,3 - CHENAL PKWY & OAK MEADOW,N,MG/L,1 / 3 MO.,2014-08-31,2.25
8459,3 - CHENAL PKWY & OAK MEADOW,"N, Kjeldahl",MG/L,1 / 3 MO.,2014-08-31,
8460,3 - CHENAL PKWY & OAK MEADOW,P,MG/L,1 / 3 MO.,2014-08-31,0.34
8461,3 - CHENAL PKWY & OAK MEADOW,CaCO3,MG/L,1 / 3 MO.,2014-08-31,68.0
8462,3 - CHENAL PKWY & OAK MEADOW,Ag,UG/L,1 / 3 MO.,2014-08-31,0.5
8463,3 - CHENAL PKWY & OAK MEADOW,Zn,UG/L,1 / 3 MO.,2014-08-31,83.0
8464,3 - CHENAL PKWY & OAK MEADOW,Cd,UG/L,1 / 3 MO.,2014-08-31,0.1
8465,3 - CHENAL PKWY & OAK MEADOW,Pb,UG/L,1 / 3 MO.,2014-08-31,0.8
8466,3 - CHENAL PKWY & OAK MEADOW,Cu,UG/L,1 / 3 MO.,2014-08-31,6.0
8467,3 - CHENAL PKWY & OAK MEADOW,Flow,MGD,1 / 3 MO.,2014-08-31,0.00288
8468,3 - CHENAL PKWY & OAK MEADOW,TDS,MG/L,1 / 3 MO.,2014-08-31,62.0
8469,3 - CHENAL PKWY & OAK MEADOW,Streptococci,#/100ML,1 / 3 MO.,2014-08-31,2400.0
8470,3 - CHENAL PKWY & OAK MEADOW,E.Coli,#/100ML,1 / 3 MO.,2014-08-31,1860.0
8471,3 - CHENAL PKWY & OAK MEADOW,"BOD, C",MG/L,1 / 3 MO.,2014-08-31,
8472,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Se,UG/L,1 / 3 MO.,2014-08-31,
8473,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Be,UG/L,1 / 3 MO.,2014-08-31,
8474,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Ni,UG/L,1 / 3 MO.,2014-08-31,
8475,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cr,UG/L,1 / 3 MO.,2014-08-31,
8476,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Hg,UG/L,1 / 3 MO.,2014-08-31,
8477,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cyanide,UG/L,1 / 3 MO.,2014-08-31,
8478,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),BOD,MG/L,1 / 3 MO.,2014-08-31,5.0
8479,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),pH,SU,1 / 3 MO.,2014-08-31,5.8
8480,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),TSS,MG/L,1 / 3 MO.,2014-08-31,1.0
8481,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Oil,MG/L,1 / 3 MO.,2014-08-31,1.4
8482,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),N,MG/L,1 / 3 MO.,2014-08-31,0.28
8483,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"N, Kjeldahl",MG/L,1 / 3 MO.,2014-08-31,
8484,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),P,MG/L,1 / 3 MO.,2014-08-31,0.06
8485,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),CaCO3,MG/L,1 / 3 MO.,2014-08-31,36.0
8486,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Ag,UG/L,1 / 3 MO.,2014-08-31,0.5
8487,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Zn,UG/L,1 / 3 MO.,2014-08-31,1.0
8488,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cd,UG/L,1 / 3 MO.,2014-08-31,0.1
8489,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Pb,UG/L,1 / 3 MO.,2014-08-31,0.5
8490,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cu,UG/L,1 / 3 MO.,2014-08-31,0.5
8491,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Flow,MGD,1 / 3 MO.,2014-08-31,0.00432
8492,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),TDS,MG/L,1 / 3 MO.,2014-08-31,13834.0
8493,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Streptococci,#/100ML,1 / 3 MO.,2014-08-31,2400.0
8494,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),E.Coli,#/100ML,1 / 3 MO.,2014-08-31,2400.0
8495,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"BOD, C",MG/L,1 / 3 MO.,2014-08-31,
8496,5 - 14TH & BOND,Se,UG/L,1 / 3 MO.,2014-08-31,
8497,5 - 14TH & BOND,Be,UG/L,1 / 3 MO.,2014-08-31,
8498,5 - 14TH & BOND,Ni,UG/L,1 / 3 MO.,2014-08-31,
8499,5 - 14TH & BOND,Cr,UG/L,1 / 3 MO.,2014-08-31,
8500,5 - 14TH & BOND,Hg,UG/L,1 / 3 MO.,2014-08-31,
8501,5 - 14TH & BOND,Cyanide,UG/L,1 / 3 MO.,2014-08-31,
8502,5 - 14TH & BOND,BOD,MG/L,1 / 3 MO.,2014-08-31,16.0
8503,5 - 14TH & BOND,pH,SU,1 / 3 MO.,2014-08-31,6.5
8504,5 - 14TH & BOND,TSS,MG/L,1 / 3 MO.,2014-08-31,2.0
8505,5 - 14TH & BOND,Oil,MG/L,1 / 3 MO.,2014-08-31,1.4
8506,5 - 14TH & BOND,N,MG/L,1 / 3 MO.,2014-08-31,0.58
8507,5 - 14TH & BOND,"N, Kjeldahl",MG/L,1 / 3 MO.,2014-08-31,
8508,5 - 14TH & BOND,P,MG/L,1 / 3 MO.,2014-08-31,0.4
8509,5 - 14TH & BOND,CaCO3,MG/L,1 / 3 MO.,2014-08-31,16.0
8510,5 - 14TH & BOND,Ag,UG/L,1 / 3 MO.,2014-08-31,0.5
8511,5 - 14TH & BOND,Zn,UG/L,1 / 3 MO.,2014-08-31,41.0
8512,5 - 14TH & BOND,Cd,UG/L,1 / 3 MO.,2014-08-31,0.1
8513,5 - 14TH & BOND,Pb,UG/L,1 / 3 MO.,2014-08-31,20.0
8514,5 - 14TH & BOND,Cu,UG/L,1 / 3 MO.,2014-08-31,2.0
8515,5 - 14TH & BOND,Flow,MGD,1 / 3 MO.,2014-08-31,0.0034560000000000003
8516,5 - 14TH & BOND,TDS,MG/L,1 / 3 MO.,2014-08-31,10.0
8517,5 - 14TH & BOND,Streptococci,#/100ML,1 / 3 MO.,2014-08-31,2400.0
8518,5 - 14TH & BOND,E.Coli,#/100ML,1 / 3 MO.,2014-08-31,1290.0
8519,5 - 14TH & BOND,"BOD, C",MG/L,1 / 3 MO.,2014-08-31,
8520,1 - UNIVERSITY & I-630,Se,UG/L,1 / 3 MO.,2014-11-30,
8521,1 - UNIVERSITY & I-630,Be,UG/L,1 / 3 MO.,2014-11-30,
8522,1 - UNIVERSITY & I-630,Ni,UG/L,1 / 3 MO.,2014-11-30,
8523,1 - UNIVERSITY & I-630,Cr,UG/L,1 / 3 MO.,2014-11-30,
8524,1 - UNIVERSITY & I-630,Hg,UG/L,1 / 3 MO.,2014-11-30,
8525,1 - UNIVERSITY & I-630,Cyanide,UG/L,1 / 3 MO.,2014-11-30,
8526,1 - UNIVERSITY & I-630,BOD,MG/L,1 / 3 MO.,2014-11-30,8.0
8527,1 - UNIVERSITY & I-630,pH,SU,1 / 3 MO.,2014-11-30,7.1
8528,1 - UNIVERSITY & I-630,TSS,MG/L,1 / 3 MO.,2014-11-30,14.0
8529,1 - UNIVERSITY & I-630,Oil,MG/L,1 / 3 MO.,2014-11-30,1.4
8530,1 - UNIVERSITY & I-630,N,MG/L,1 / 3 MO.,2014-11-30,0.52
8531,1 - UNIVERSITY & I-630,"N, Kjeldahl",MG/L,1 / 3 MO.,2014-11-30,
8532,1 - UNIVERSITY & I-630,P,MG/L,1 / 3 MO.,2014-11-30,0.12
8533,1 - UNIVERSITY & I-630,CaCO3,MG/L,1 / 3 MO.,2014-11-30,24.0
8534,1 - UNIVERSITY & I-630,Ag,UG/L,1 / 3 MO.,2014-11-30,6.0
8535,1 - UNIVERSITY & I-630,Zn,UG/L,1 / 3 MO.,2014-11-30,61.0
8536,1 - UNIVERSITY & I-630,Cd,UG/L,1 / 3 MO.,2014-11-30,7.0
8537,1 - UNIVERSITY & I-630,Pb,UG/L,1 / 3 MO.,2014-11-30,0.5
8538,1 - UNIVERSITY & I-630,Cu,UG/L,1 / 3 MO.,2014-11-30,11.0
8539,1 - UNIVERSITY & I-630,Flow,MGD,1 / 3 MO.,2014-11-30,0.0864
8540,1 - UNIVERSITY & I-630,TDS,MG/L,1 / 3 MO.,2014-11-30,54.0
8541,1 - UNIVERSITY & I-630,Streptococci,#/100ML,1 / 3 MO.,2014-11-30,392.0
8542,1 - UNIVERSITY & I-630,E.Coli,#/100ML,1 / 3 MO.,2014-11-30,350.0
8543,1 - UNIVERSITY & I-630,"BOD, C",MG/L,1 / 3 MO.,2014-11-30,
8544,2 - 33RD & WHITFIELD,Se,UG/L,1 / 3 MO.,2014-11-30,
8545,2 - 33RD & WHITFIELD,Be,UG/L,1 / 3 MO.,2014-11-30,
8546,2 - 33RD & WHITFIELD,Ni,UG/L,1 / 3 MO.,2014-11-30,
8547,2 - 33RD & WHITFIELD,Cr,UG/L,1 / 3 MO.,2014-11-30,
8548,2 - 33RD & WHITFIELD,Hg,UG/L,1 / 3 MO.,2014-11-30,
8549,2 - 33RD & WHITFIELD,Cyanide,UG/L,1 / 3 MO.,2014-11-30,
8550,2 - 33RD & WHITFIELD,BOD,MG/L,1 / 3 MO.,2014-11-30,9.0
8551,2 - 33RD & WHITFIELD,pH,SU,1 / 3 MO.,2014-11-30,7.1
8552,2 - 33RD & WHITFIELD,TSS,MG/L,1 / 3 MO.,2014-11-30,23.0
8553,2 - 33RD & WHITFIELD,Oil,MG/L,1 / 3 MO.,2014-11-30,1.4
8554,2 - 33RD & WHITFIELD,N,MG/L,1 / 3 MO.,2014-11-30,0.97
8555,2 - 33RD & WHITFIELD,"N, Kjeldahl",MG/L,1 / 3 MO.,2014-11-30,
8556,2 - 33RD & WHITFIELD,P,MG/L,1 / 3 MO.,2014-11-30,0.19
8557,2 - 33RD & WHITFIELD,CaCO3,MG/L,1 / 3 MO.,2014-11-30,28.0
8558,2 - 33RD & WHITFIELD,Ag,UG/L,1 / 3 MO.,2014-11-30,6.0
8559,2 - 33RD & WHITFIELD,Zn,UG/L,1 / 3 MO.,2014-11-30,1.0
8560,2 - 33RD & WHITFIELD,Cd,UG/L,1 / 3 MO.,2014-11-30,7.0
8561,2 - 33RD & WHITFIELD,Pb,UG/L,1 / 3 MO.,2014-11-30,0.5
8562,2 - 33RD & WHITFIELD,Cu,UG/L,1 / 3 MO.,2014-11-30,8.0
8563,2 - 33RD & WHITFIELD,Flow,MGD,1 / 3 MO.,2014-11-30,0.0216
8564,2 - 33RD & WHITFIELD,TDS,MG/L,1 / 3 MO.,2014-11-30,76.0
8565,2 - 33RD & WHITFIELD,Streptococci,#/100ML,1 / 3 MO.,2014-11-30,75.0
8566,2 - 33RD & WHITFIELD,E.Coli,#/100ML,1 / 3 MO.,2014-11-30,55.0
8567,2 - 33RD & WHITFIELD,"BOD, C",MG/L,1 / 3 MO.,2014-11-30,
8568,3 - CHENAL PKWY & OAK MEADOW,Se,UG/L,1 / 3 MO.,2014-11-30,
8569,3 - CHENAL PKWY & OAK MEADOW,Be,UG/L,1 / 3 MO.,2014-11-30,
8570,3 - CHENAL PKWY & OAK MEADOW,Ni,UG/L,1 / 3 MO.,2014-11-30,
8571,3 - CHENAL PKWY & OAK MEADOW,Cr,UG/L,1 / 3 MO.,2014-11-30,
8572,3 - CHENAL PKWY & OAK MEADOW,Hg,UG/L,1 / 3 MO.,2014-11-30,
8573,3 - CHENAL PKWY & OAK MEADOW,Cyanide,UG/L,1 / 3 MO.,2014-11-30,
8574,3 - CHENAL PKWY & OAK MEADOW,BOD,MG/L,1 / 3 MO.,2014-11-30,9.0
8575,3 - CHENAL PKWY & OAK MEADOW,pH,SU,1 / 3 MO.,2014-11-30,6.8
8576,3 - CHENAL PKWY & OAK MEADOW,TSS,MG/L,1 / 3 MO.,2014-11-30,5.0
8577,3 - CHENAL PKWY & OAK MEADOW,Oil,MG/L,1 / 3 MO.,2014-11-30,2.4
8578,3 - CHENAL PKWY & OAK MEADOW,N,MG/L,1 / 3 MO.,2014-11-30,0.56
8579,3 - CHENAL PKWY & OAK MEADOW,"N, Kjeldahl",MG/L,1 / 3 MO.,2014-11-30,
8580,3 - CHENAL PKWY & OAK MEADOW,P,MG/L,1 / 3 MO.,2014-11-30,0.32
8581,3 - CHENAL PKWY & OAK MEADOW,CaCO3,MG/L,1 / 3 MO.,2014-11-30,20.0
8582,3 - CHENAL PKWY & OAK MEADOW,Ag,UG/L,1 / 3 MO.,2014-11-30,6.0
8583,3 - CHENAL PKWY & OAK MEADOW,Zn,UG/L,1 / 3 MO.,2014-11-30,1.0
8584,3 - CHENAL PKWY & OAK MEADOW,Cd,UG/L,1 / 3 MO.,2014-11-30,7.0
8585,3 - CHENAL PKWY & OAK MEADOW,Pb,UG/L,1 / 3 MO.,2014-11-30,0.5
8586,3 - CHENAL PKWY & OAK MEADOW,Cu,UG/L,1 / 3 MO.,2014-11-30,6.0
8587,3 - CHENAL PKWY & OAK MEADOW,Flow,MGD,1 / 3 MO.,2014-11-30,0.0054
8588,3 - CHENAL PKWY & OAK MEADOW,TDS,MG/L,1 / 3 MO.,2014-11-30,24.0
8589,3 - CHENAL PKWY & OAK MEADOW,Streptococci,#/100ML,1 / 3 MO.,2014-11-30,205.0
8590,3 - CHENAL PKWY & OAK MEADOW,E.Coli,#/100ML,1 / 3 MO.,2014-11-30,195.0
8591,3 - CHENAL PKWY & OAK MEADOW,"BOD, C",MG/L,1 / 3 MO.,2014-11-30,
8592,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Se,UG/L,1 / 3 MO.,2014-11-30,
8593,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Be,UG/L,1 / 3 MO.,2014-11-30,
8594,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Ni,UG/L,1 / 3 MO.,2014-11-30,
8595,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cr,UG/L,1 / 3 MO.,2014-11-30,
8596,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Hg,UG/L,1 / 3 MO.,2014-11-30,
8597,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cyanide,UG/L,1 / 3 MO.,2014-11-30,
8598,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),BOD,MG/L,1 / 3 MO.,2014-11-30,7.0
8599,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),pH,SU,1 / 3 MO.,2014-11-30,7.6
8600,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),TSS,MG/L,1 / 3 MO.,2014-11-30,23.0
8601,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Oil,MG/L,1 / 3 MO.,2014-11-30,1.4
8602,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),N,MG/L,1 / 3 MO.,2014-11-30,0.42
8603,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"N, Kjeldahl",MG/L,1 / 3 MO.,2014-11-30,
8604,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),P,MG/L,1 / 3 MO.,2014-11-30,0.11
8605,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),CaCO3,MG/L,1 / 3 MO.,2014-11-30,28.0
8606,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Ag,UG/L,1 / 3 MO.,2014-11-30,50.0
8607,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Zn,UG/L,1 / 3 MO.,2014-11-30,4.0
8608,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cd,UG/L,1 / 3 MO.,2014-11-30,0.1
8609,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Pb,UG/L,1 / 3 MO.,2014-11-30,7.0
8610,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cu,UG/L,1 / 3 MO.,2014-11-30,0.5
8611,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Flow,MGD,1 / 3 MO.,2014-11-30,0.0018
8612,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),TDS,MG/L,1 / 3 MO.,2014-11-30,72.0
8613,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Streptococci,#/100ML,1 / 3 MO.,2014-11-30,1800.0
8614,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),E.Coli,#/100ML,1 / 3 MO.,2014-11-30,2400.0
8615,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"BOD, C",MG/L,1 / 3 MO.,2014-11-30,
8616,5 - 14TH & BOND,Se,UG/L,1 / 3 MO.,2014-11-30,
8617,5 - 14TH & BOND,Be,UG/L,1 / 3 MO.,2014-11-30,
8618,5 - 14TH & BOND,Ni,UG/L,1 / 3 MO.,2014-11-30,
8619,5 - 14TH & BOND,Cr,UG/L,1 / 3 MO.,2014-11-30,
8620,5 - 14TH & BOND,Hg,UG/L,1 / 3 MO.,2014-11-30,
8621,5 - 14TH & BOND,Cyanide,UG/L,1 / 3 MO.,2014-11-30,
8622,5 - 14TH & BOND,BOD,MG/L,1 / 3 MO.,2014-11-30,10.0
8623,5 - 14TH & BOND,pH,SU,1 / 3 MO.,2014-11-30,6.3
8624,5 - 14TH & BOND,TSS,MG/L,1 / 3 MO.,2014-11-30,5.0
8625,5 - 14TH & BOND,Oil,MG/L,1 / 3 MO.,2014-11-30,2.1
8626,5 - 14TH & BOND,N,MG/L,1 / 3 MO.,2014-11-30,0.57
8627,5 - 14TH & BOND,"N, Kjeldahl",MG/L,1 / 3 MO.,2014-11-30,
8628,5 - 14TH & BOND,P,MG/L,1 / 3 MO.,2014-11-30,0.37
8629,5 - 14TH & BOND,CaCO3,MG/L,1 / 3 MO.,2014-11-30,12.0
8630,5 - 14TH & BOND,Ag,UG/L,1 / 3 MO.,2014-11-30,6.0
8631,5 - 14TH & BOND,Zn,UG/L,1 / 3 MO.,2014-11-30,242.0
8632,5 - 14TH & BOND,Cd,UG/L,1 / 3 MO.,2014-11-30,7.0
8633,5 - 14TH & BOND,Pb,UG/L,1 / 3 MO.,2014-11-30,0.5
8634,5 - 14TH & BOND,Cu,UG/L,1 / 3 MO.,2014-11-30,10.0
8635,5 - 14TH & BOND,Flow,MGD,1 / 3 MO.,2014-11-30,0.018000000000000002
8636,5 - 14TH & BOND,TDS,MG/L,1 / 3 MO.,2014-11-30,40.0
8637,5 - 14TH & BOND,Streptococci,#/100ML,1 / 3 MO.,2014-11-30,1055.0
8638,5 - 14TH & BOND,E.Coli,#/100ML,1 / 3 MO.,2014-11-30,1005.0
8639,5 - 14TH & BOND,"BOD, C",MG/L,1 / 3 MO.,2014-11-30,
8640,1 - UNIVERSITY & I-630,Se,UG/L,1 / 3 MO.,2015-02-28,
8641,1 - UNIVERSITY & I-630,Be,UG/L,1 / 3 MO.,2015-02-28,
8642,1 - UNIVERSITY & I-630,Ni,UG/L,1 / 3 MO.,2015-02-28,
8643,1 - UNIVERSITY & I-630,Cr,UG/L,1 / 3 MO.,2015-02-28,
8644,1 - UNIVERSITY & I-630,Hg,UG/L,1 / 3 MO.,2015-02-28,
8645,1 - UNIVERSITY & I-630,Cyanide,UG/L,1 / 3 MO.,2015-02-28,
8646,1 - UNIVERSITY & I-630,BOD,MG/L,1 / 3 MO.,2015-02-28,10.0
8647,1 - UNIVERSITY & I-630,pH,SU,1 / 3 MO.,2015-02-28,7.0
