OUTFALL No. / LOCATION,PARAMETER,SAMPLE MEASURE UNIT,FREQUENCY / SAMPLE TYPE,,,1/1 TO 2/28/1997,,3/1 TO 5/31/1997,,6/1 TO 8/31/1997,,9/1 TO 11/30/1997,,12/1 TO 2/28/1998,,3/1 TO 5/31/1998,,6/1 TO 8/31/1998,,9/1 TO 11/30/1998,,12/1/1998 TO 2/28/1999,,3/1 TO 5/31/1999,,6/1 TO 8/31/1999,,9/1 TO 11/30/1999,,12/1/1999 TO 2/29/2000,,3/1 TO 5/31/2000,,6/1 TO 8/31/2000,,9/1 TO 11/30/2000,,12/1/2000 TO 2/29/2001,,3/1 TO 5/31/2001,,6/1 TO 8/31/2001,,9/1 TO 11/30/2001,,12/1/2001 TO 2/28/2002,,3/1 TO 5/31/2002,,6/1 TO 8/31/2002,,9/1 TO 11/30/2002,,12/1/2002 TO 2/28/2003,,3/1 TO 5/31/2003,,6/1 TO 8/31/2003,,9/1 TO 11/30/2003,,12/1/2003 TO 2/29/2004,,3/1 TO 5/31/2004,,6/1 TO 8/31/2004,,9/1 TO 11/30/2004,,12/1/2004 TO 2/28/2005,,3/1 TO 5/31/2005,,6/1 TO 8/31/2005,,9/1 TO 11/30/2005,,12/1/2005 TO 2/28/2006,,3/1 TO 5/31/2006,,6/1 TO 8/31/2006,,9/1 TO 11/30/2006,,12/1/2006 TO 2/28/2007,,3/1 TO 5/31/2007,,6/1 TO 8/31/2007,,9/1 TO 11/30/2007,,12/1/2007 TO 2/28/2008,,3/1 TO 5/31/2008,,6/1 TO 8/31/2008,,9/1 TO 11/30/2008,,12/1/2008 TO 2/28/2009,,3/1 TO 5/31/2009,,6/1 TO 8/31/2009,,9/1 TO 11/30/2009,,12/1/2009 TO 2/28/2010,,3/1 TO 5/31/2010,,6/1 TO 8/31/2010,,9/1 TO 11/30/2010,,12/1/2010 TO 2/28/2011,,3/1 TO 5/31/2011,,6/1 TO 8/31/2011,,9/1 TO 11/30/2011,,12/1/2011 TO 2/28/2012,,3/1 TO 5/31/2012,,6/1 TO 8/31/2012,,9/1 TO 11/30/2012,,12/1/2012 TO 2/28/2013,,3/1 TO 5/31/2013,,6/1 TO 8/31/2013,,9/1 TO 11/30/2013,,12/1/2013 TO 2/28/2014,,3/1 TO 5/31/2014,,6/1 TO 8/31/2014,,9/1 TO 11/30/2014,,12/1/2014 TO 2/28/2015,,3/1 TO 5/31/2015,,6/1 TO 8/31/2015,,9/1 TO 11/30/2015,,12/1/2015 TO 2/28/2016,,3/1 TO 5/31/2016,,6/1 TO 8/31/2016,,9/1 TO 11/30/2016,,12/1/2016 TO 2/28/2017,,3/1 TO 5/31/2017,,6/1 TO 8/31/2017,,9/1 TO 11/30/2017,,12/1/2017 TO 2/28/2018
5 - 14TH & BOND,"NITROGEN, TOTAL",MG/L,1 / 3 MO.,COMP/GRAB,,4.08,,1.26,,0.94,,0.715,,1.27,,2.692,,NO DISCHARGE,,3.47,,1.8,,1.592,,6.084,,8.11,,19.36,,12.23,,7.26,,5.42,,15.45,,2.81,,4.48,,0.7,<,0.05,<,0.05,<,2.91,,0.69,,0.29,,0.05,,0.6,,0.28,,0.29,,0.9,,0.88,,0.05,,0.1,,NO DISCHARGE,<,0.05,,0.3,,0.25,,2.16,,NO DISCHARGE,,0.999,,1.225,,1.218,,2.93,,2.04,,2,,16.25,,1.53,,1.8,,1.66,,0.852,,0.97,,1.95,,1.007,,1.12,,2.24,,3.76,,1.51,,1.33,,6.922,,1.8,,NO DISCHARGE,,0.4,,1.04,,0.29,,0.39,,1.34,,0.56,,2.24,,0.42,,0.91,,0.58,,0.57,,0.43,,0.7,,0.39,,0.22,,0.45,,0.64,,0.43,,0.7,,0.54,,0.21,,0.74,,0.98,,0.63
5 - 14TH & BOND,"NITROGEN, KJELDAHL  (NO LONGER REQUIRED 12-2013)",MG/L,1 / 3 MO.,COMP/GRAB,,3.92,,1.12,,0.3,,0.44,,1.11,,1.75,,NO DISCHARGE,,2.41,,1.27,,0.462,,6.07,,6.73,,19.1,,10.5,,2.19,,5.01,,15.3,,2.19,,2.76,,0.65,,0.75,,2.32,,4.35,,4.41,,1.71,,4.35,,5.62,,1.74,,1.2,,1.63,,1.69,,0.8,,0.58,,NO DISCHARGE,,0.875,<,0.05,<,0.05,,1.07,,NO DISCHARGE,,2.16,,0.535,<,1,,3.24,,3.85,,1,,0.11,<,1,,0.5,,0.21,,0.55,,0.6,,0.147,,0.7,,0.03,,0.329,,0.115,,0.762,,0.309,,0.122,,0.74,,NO DISCHARGE,,0.4,,1.04,,0.26,,0.37,,0.09,,0.27,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 - 14TH & BOND,"PHOSPHORUS, DISSOLVED",MG/L,1 / 3 MO.,COMP/GRAB,,0.63,,0.17,,0.593,,0.214,,0.16,,0.219,,NO DISCHARGE,,0.613,,1.13,,0.714,,0.55,,3.61,,1.17,,1.89,,0.31,,2.38,,0.7,,1.32,,1.09,,1.23,,0.1,,1.18,,1.06,,0.54,,1.13,,0.76,,0.5,,0.36,,0.37,,0.67,,0.38,,0.228,,0.034,,NO DISCHARGE,,0.27,,0.309,,0.15,,0.397,,NO DISCHARGE,,0.583,,0.18,,0.463,,0.96,<,0.1,,0.23,,0.3,<,1,,1.16,,0.9,<,1,,2,,1.9,,0.94,,0.6,,1.4,,0.7,,0.5,,0.28,,0.7,,0.6,,NO DISCHARGE,,0.17,,0.41,,0.38,,0.29,,0.19,,0.26,,0.47,,0.02,,0.72,,0.4,,0.37,,0.18,,0.36,,0.16,,0.1,<,0.05,,0.1,,0.36,,0.18,,0.11,,0.05,,0.24,,0.19,,0.14
5 - 14TH & BOND,HARDNESS (CACO3) TOTAL,MG/L,1 / 3 MO.,COMP/GRAB,,58,,24,,0,,0,,12,,26,,NO DISCHARGE,,40,,32,,40,,33,,26,,26,,32,,26,,52,,36,,38,,40,,32,,34,,36,,50,,16,,14,,12,,10,,6,,6,,58,,98,,77,,62,,NO DISCHARGE,,16,,14,,41,,16,,NO DISCHARGE,,19.3,,11.5,,0.8,,2.7,,1.14,,1.08,,30,,35.3,,3.43,,34,,26,,14,,32,,22,,26,,40,,40,,32,,40,,5,,22,,NO DISCHARGE,,8,,20,,12,,12,,24,,18,,32,,28,,20,,16,,12,,20,,16,,24,,32,,20,,12,,26,,6,,12,,12,,24,,26,,20
5 - 14TH & BOND,"SILVER, TOTAL RECOVERABLE",UG/L,1 / 3 MO.,COMP/GRAB,<,1,,1,<,1,<,1,<,10,<,10,,NO DISCHARGE,<,1,<,1,<,1,<,1,<,1,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,,5,,NO DISCHARGE,,4.95,<,0.1,<,0.001,<,0.001,,NO DISCHARGE,<,0.001,<,0.001,<,0.001,<,0.001,<,1,<,1,,1,,1.8,<,0.2,<,0.1,<,0.1,<,0.1,,0.18,<,0.14,<,0.1,<,0.1,<,0.1,<,0.1,<,0.1,<,0.1,<,0.1,<,NO DISCHARGE,<,0.5,<,0.5,<,0.5,<,0.5,<,0.5,<,0.5,<,0.5,<,0.5,<,0.5,<,0.5,,6,<,0.5,,2,<,0.5,,1,<,0.5,,42,<,0.5,,4,,8,,0.5,,0.5,,4,,0.5
5 - 14TH & BOND,"ZINC, TOTAL RECOVERABLE",UG/L,1 / 3 MO.,COMP/GRAB,,138,,55,,223,,155,,86,,323,,NO DISCHARGE,,297,,191,,240,,221,,551,,68,,34,,21,,21,,23,,18,,11,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,,5,,NO DISCHARGE,,189,,159.5,,0.218,,0.252,,NO DISCHARGE,,0.164,,0.171,,0.12,,0.21,,109.4,,75.9,,67.4,,60.2,,119.8,,89.4,,36,,23.9,,47.7,,62.6,,92.5,,239.2,,109.4,,114,,91.5,,4.3,,110.8,,NO DISCHARGE,,65.43,,49,<,1,<,1,<,1,,9.4,,210,<,0.08,<,1,,41,,242,<,69,,5,<,30,,57,,2.2,,96,,76.12,,25,,13,,62,,122.7,,68,,73.6
5 - 14TH & BOND,"CADMIUM, TOTAL RECOVERABLE",UG/L,1 / 3 MO.,COMP/GRAB,<,0.5,,0.5,<,1,<,1,,9,<,1,,NO DISCHARGE,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,5,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,,1.46,,NO DISCHARGE,,0.26,<,0.1,<,0.001,,0.001,,NO DISCHARGE,<,0.001,<,0.001,,0.014,,0.001,<,1,<,1,,1,<,1,,0.63,,0.3,<,0.1,<,6.1,<,0.3,,0.35,,0.83,<,0.8,<,2.83,,0.3,<,0.1,<,0.1,<,0.1,,NO DISCHARGE,<,0.1,<,0.1,<,0.1,<,0.5,<,0.1,<,0.1,<,0.1,<,0.1,<,0.1,<,0.1,,7,<,0.1,<,0.1,,0.1,<,0.1,,3.3,<,0.1,,3.34,,2,,5,,4,,1.5,,0.6,,0.1
5 - 14TH & BOND,"LEAD, TOTAL RECOVERABLE",UG/L,1 / 3 MO.,COMP/GRAB,,19.8,,1,,52,,14,,13,,28,,NO DISCHARGE,,12,,36,,3,<,1,,24.4,,11,,7,,1,,1,,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,5,,1,,NO DISCHARGE,,16.7,<,0.1,<,0.001,,0.004,,NO DISCHARGE,<,0.004,,0.023,,0.006,,0.014,,8,,9,,9,,2.4,,10.1,,9.3,,0.2,,3.22,,3.9,,5.9,,5.2,,5.12,,6.07,,6.7,,3.4,<,0.1,,4.22,,NO DISCHARGE,,3.51,,0.9,,5.2,<,0.5,,195,<,0.5,,65,<,0.5,,10,,20,<,0.5,<,6,,3,,3,,4,<,0.5,,54,,19.73,,10,<,0.5,,8,,0.5,,6,,1.9
5 - 14TH & BOND,"COPPER, TOTAL RECOVERABLE",UG/L,1 / 3 MO.,COMP/GRAB,,12.6,,6.05,,22.3,,8,,13,,27,,NO DISCHARGE,,7,,16,<,1,<,1,<,1,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,,5,,NO DISCHARGE,,10.1,,4.2,,0.01,,0.025,,NO DISCHARGE,,0.017,,0.03,,0.028,,0.024,,12.2,,9.7,,13.6,,21.7,,22.4,,21.3,,56.2,,36.1,,10.44,,15.3,,10.5,,40.6,,29.8,,13.1,<,0.1,,2.9,,15.1,,NO DISCHARGE,,15.63,,7.1,,4.3,<,0.5,,35,<,0.5,,12,<,0.5,,16,,2,,10,<,8,,21,<,0.5,,2,<,0.5,,10,,20.14,,1,,9,,9,,15.1,,10,,5.3
5 - 14TH & BOND,FLOW IN CONDUIT / THRU TREAT. PLANT,MGD,1 / 3 MO.,INST,,0.017,,0.014,,3.5,,1.29,,0.395,,1.08,,NO DISCHARGE,,0.54,,2.6,,0.054,,0.003,,0.071,,2.584,,1.07,,0.269,,1.07,,1.07,,0.161,,1.938,,2.36,,1.292,,15.54,,2.54,,1.615,,2.584,,0.484,,0.323,,0.928,,1.292,,1.07,,1.54,,2.584,,1.696,,NO DISCHARGE,,2.08,,3.23,,2.423,,1.722,,NO DISCHARGE,,0.54,,0.002,,10.43,,0.808,,0.27,,0.646,,4.306,,0.618,,0.646,,1.615,,1.291,,2.151,,2.581,,0.162,,0.417,,0.065,,0.234,,4.443,,3.876,,0.002,,1.291,,NO DISCHARGE,,0.036,,0.000734,,0.00144,,0.0072,,0.1948,,0.00288,,0.1728,,0.02016,,0.00576,,0.003456,,0.018,,0.001915,,0.8609,,4.565,,0.0108,,0.0432,,0.007848,,0.0517,,0.001512,,0.0144,,0.6034,,0.09975,,0.005068,,0.001758
5 - 14TH & BOND,"SOLIDS, TOTAL DISSOLVED",MG/L,1 / 3 MO.,COMP/GRAB,,113,,76,,41.5,,153.5,,64.2,,71,,NO DISCHARGE,,35.3,,28.7,,40,,69.5,,63.5,,92,,55,,23,,95,,68,,57,,85,,15.5,,16,,52,,81,,27.2,,77,,64,,4.4,,79.5,,78,,75,,59,,110,,42.5,,NO DISCHARGE,,39.5,,107.5,,52,,68,,NO DISCHARGE,,51,,62,,82,,137,,63,,35,,76,,31,,304,,84,,146,,52,,28,,82,,46,,448,,59,,169,,43,,50,,76,,NO DISCHARGE,,52,,3,,60,,154,,58,,84,,56,,24,,66,,10,,40,,58,,38,,266,,110,,66,,30,,18,,78,,94,,86,,10,,58,,32
5 - 14TH & BOND,"STREPTOCOCCI, FECAL MATERIAL",#/100ML,1 / 3 MO.,GRAB,,69,,460,,24000,<,20,<,20,,73000,,NO DISCHARGE,,120000,,13000,,3110,,980,,6530,,82000,,26000,,20000,>,200000,,1005000,,114000,,80000,,3300,,140,,30000,,170000,,96000,,9100,,30000,,350000,,400000,,155000,,1220000,,2600,,50000,,78000,,NO DISCHARGE,,1800,<,10,,10500,,2000,,NO DISCHARGE,,1200,,400,,2900,,16000,,5100,,1200,,100,,1200,,2200,,1650,,1000,,3300,,5800,,100,,7000,,4400,,12600,,4900,,6700,,11650,,6350,,NO DISCHARGE,,72,,1490,<,1,,290,,50,,832,,105,<,5,,1500,,2400,,1055,<,220,,545,,625,,910,,56,,476,,25,,450,,517,,25,,1210,,130,,550
5 - 14TH & BOND,"E.COLI  (CHANGED FROM COLIFORM, FECAL 8/31/2005)",#/100ML,1 / 3 MO.,GRAB,<,1,,1,,43000,,29000,,1520,,5300,,NO DISCHARGE,,90000,,2260,,1120,,2030,,24000,,33000,,36400,,6000,>,200000,,65000,,34000,,210000,,4400,,125,,60000,,40000,,68000,,6800,,50000,,90000,,160000,,25000,,970000,,1100,,50000,,4800,,NO DISCHARGE,,2200,<,10,,80,,20000,,NO DISCHARGE,<,3250,<,100,,4800,,6800,,1600,,200,,6600,,5900,,1400,,200,,1100,,6000,,6000,,200,,8000,,3900,,8800,,4400,,7650,,6600,,6300,,NO DISCHARGE,,154,,1805,<,1,,244,,125,,260,,60,<,5,,1000,,1290,,1005,<,180,,610,,600,,830,,82,,512,,50,,1350,,545,,110,,350,,150,,770
5 - 14TH & BOND,"BOD, CARBONACEOUS 5 DAY (NO LONGER REQUIRED 12-2013)",MG/L,1 / 3 MO.,COMP/GRAB,,17,,7,,8.6,,17.9,,5.8,,20.2,,NO DISCHARGE,,19.6,,6.5,,16.3,,11.3,,27,,24.9,,10.8,,9.7,,13.1,,14.8,,17.9,,3.8,,2,,0.9,,3.5,,1.1,,27.6,,15,,4.4,,5.6,,2.9,,8.5,,14.3,,5.4,,13.1,,3.9,,NO DISCHARGE,,5.67,,4,,8.1,,10.6,,NO DISCHARGE,,4.46,,7.019,,8.156,,14.01,,7.52,,7.23,,2.18,,5.3,,7.4,,4.2,,3.7,,5.4,,4.5,,5.8,,4.6,,11.5,,3.5,,12,,4.4,,6.9,,9.3,,NO DISCHARGE,,NO DISCHARGE,,4,,20,,5,<,2,,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
