OUTFALL No. / LOCATION,PARAMETER,SAMPLE MEASURE UNIT,FREQUENCY / SAMPLE TYPE,,,1/1 TO 2/28/1997,,3/1 TO 5/31/1997,,6/1 TO 8/31/1997,,9/1 TO 11/30/1997,,12/1 TO 2/28/1998,,3/1 TO 5/31/1998,,6/1 TO 8/31/1998,,9/1 TO 11/30/1998,,12/1/1998 TO 2/28/1999,,3/1 TO 5/31/1999,,6/1 TO 8/31/1999,,9/1 TO 11/30/1999,,12/1/1999 TO 2/29/2000,,3/1 TO 5/31/2000,,6/1 TO 8/31/2000,,9/1 TO 11/30/2000,,12/1/2000 TO 2/29/2001,,3/1 TO 5/31/2001,,6/1 TO 8/31/2001,,9/1 TO 11/30/2001,,12/1/2001 TO 2/28/2002,,3/1 TO 5/31/2002,,6/1 TO 8/31/2002,,9/1 TO 11/30/2002,,12/1/2002 TO 2/28/2003,,3/1 TO 5/31/2003,,6/1 TO 8/31/2003,,9/1 TO 11/30/2003,,12/1/2003 TO 2/29/2004,,3/1 TO 5/31/2004,,6/1 TO 8/31/2004,,9/1 TO 11/30/2004,,12/1/2004 TO 2/28/2005,,3/1 TO 5/31/2005,,6/1 TO 8/31/2005,,9/1 TO 11/30/2005,,12/1/2005 TO 2/28/2006,,3/1 TO 5/31/2006,,6/1 TO 8/31/2006,,9/1 TO 11/30/2006,,12/1/2006 TO 2/28/2007,,3/1 TO 5/31/2007,,6/1 TO 8/31/2007,,9/1 TO 11/30/2007,,12/1/2007 TO 2/28/2008,,3/1 TO 5/31/2008,,6/1 TO 8/31/2008,,9/1 TO 11/30/2008,,12/1/2008 TO 2/28/2009,,3/1 TO 5/31/2009,,6/1 TO 8/31/2009,,9/1 TO 11/30/2009,,12/1/2009 TO 2/28/2010,,3/1 TO 5/31/2010,,6/1 TO 8/31/2010,,9/1 TO 11/30/2010,,12/1/2010 TO 2/28/2011,,3/1 TO 5/31/2011,,6/1 TO 8/31/2011,,9/1 TO 11/30/2011,,12/1/2011 TO 2/28/2012,,3/1 TO 5/31/2012,,6/1 TO 8/31/2012,,9/1 TO 11/30/2012,,12/1/2012 TO 2/28/2013,,3/1 TO 5/31/2013,,6/1 TO 8/31/2013,,9/1 TO 11/30/2013,,12/1/2013 TO 2/28/2014,,3/1 TO 5/31/2014,,6/1 TO 8/31/2014,,9/1 TO 11/30/2014,,12/1/2014 TO 2/28/2015,,3/1 TO 5/31/2015,,6/1 TO 8/31/2015,,9/1 TO 11/30/2015,,12/1/2015 TO 2/28/2016,,3/1 TO 5/31/2016,,6/1 TO 8/31/2016,,9/1 TO 11/30/2016,,12/1/2016 TO 2/28/2017,,3/1 TO 5/31/2017,,6/1 TO 8/31/2017,,9/1 TO 11/30/2017,,12/1/2017 TO 2/28/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 - CHENAL PKWY & OAK MEADOW,"BOD, CARBONACEOUS 5 DAY (NO LONGER REQUIRED 12-2013)",MG/L,1 / 3 MO.,COMP/GRAB,,3.000,,8.000,,3.700,,4.000,,7.700,,17.100,,5.600,,6.900,,3.100,,6.400,,13.900,,11.600,,6.700,,5.700,,NO DISCHARGE,,15.500,,5.700,,4.200,,3.200,,8.700,,3.700,,3.300,,1.500,,4.800,,8.100,,8.700,,9.000,,0.900,,7.900,,0.800,,3.300,,3.800,,2.100,,NO DISCHARGE,,2.410,,2.800,,5.900,,5.480,,3.600,,4.460,,5.820,,11.840,,4.810,,1.570,,4.650,,2.700,,2.400,,11.700,,2.000,,1.300,,1.200,,5.800,,3.200,,4.000,,1.200,,5.400,,6.900,,10.700,,18.000,,2.400,,5.800,,NO DISCHARGE,,6.000,<,2.000,,5.000,<,2.000,,17.000,<,3.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"SELENIUM, TOTAL RECOVERABLE (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,<,5.000,,5.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,2.000,<,5.000,,NO DISCHARGE,,3.970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"BERYLLIUM, (BE) TOTAL RECOVERABLE (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,<,0.500,,0.500,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,,6.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,,NO DISCHARGE,<,0.100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"NICKEL, TOTAL RECOVERABLE  (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,,3.800,,11.500,<,1.000,<,1.000,<,1.000,,18.700,,5.000,,6.900,,36.900,<,1.000,<,1.000,<,5.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,5.000,<,1.000,<,1.000,<,1.000,<,1.000,<,5.000,<,1.000,<,1.000,<,1.000,<,5.000,<,5.000,<,5.000,,NO DISCHARGE,,7.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"CHROMIUM, TOTAL RECOVERABLE  (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,<,5.000,,6.780,<,1.000,<,1.000,,10.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,1.000,<,5.000,<,5.000,<,5.000,<,5.000,<,1.000,<,5.000,<,3.000,<,5.000,<,5.000,,NO DISCHARGE,,8.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"MERCURY, TOTAL RECOVERABLE  (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,<,0.200,,0.200,<,1.000,<,0.200,,1.000,<,1.000,<,1.000,,1.200,,3.500,,0.500,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,<,0.200,,0.200,,NO DISCHARGE,,0.220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"CYANIDE, TOTAL  (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,<,10.000,,10.000,<,9.000,,1.000,<,9.000,,2.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,9.000,<,0.009,<,9.000,<,0.009,,NO DISCHARGE,<,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"BOD, 5 DAY",MG/L,1 / 3 MO.,COMP/GRAB,,3.000,,17.000,,9.500,,7.200,,15.900,,26.400,,9.900,,2.000,,1.400,,3.000,,2.700,,7.200,,5.900,,11.300,,3.300,,6.200,,5.700,,7.500,,10.600,,18.800,,4.100,,3.400,,5.400,,4.300,,1.800,,9.100,,6.300,,5.000,,10.100,,3.000,,6.500,,6.900,,3.400,,NO DISCHARGE,,8.010,,8.100,,10.000,,4.000,,NO DISCHARGE,,10.800,,3.054,,7.385,,NA,,NO DISCHARGE,,3.720,,1.350,,NO DISCHARGE,,7.200,,3.800,,2.000,,3.200,,1.000,,4.300,,1.400,,NO DISCHARGE,,8.400,,3.600,,1.900,,21.200,,8.200,,NO DISCHARGE,,7.000,,7.000,,3.000,,4.000,<,2.000,,NO DISCHARGE,,10.000,,NO DISCHARGE,,7.000,,5.000,,7.000,,14.000,,4.000,,11.000,,7.000,,11.000,,2.000,<,2.000,,3.000,,5.000,,4.000,,3.000,,NO DISCHARGE,,4.000
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),PH,SU,1 / 3 MO.,GRAB,,6.300,,7.340,,7.900,,7.100,,7.100,,7.100,,6.610,,6.920,,6.410,,6.200,,7.120,,6.730,,6.850,,6.510,,7.130,,6.790,,6.760,,6.760,,6.710,,6.870,,6.910,,6.920,,6.870,,7.100,,6.710,,6.880,,6.490,,6.470,,6.570,,6.820,,6.900,,6.190,,6.910,,NO DISCHARGE,,6.800,,6.380,,6.860,,6.810,,NO DISCHARGE,,6.910,,6.810,,6.750,,NA,,NO DISCHARGE,,6.520,,6.360,,NO DISCHARGE,,7.100,,6.980,,6.490,,6.380,,7.180,,6.760,,6.390,,NO DISCHARGE,,6.210,,6.100,,6.110,,7.370,,6.640,,NO DISCHARGE,,6.900,,7.200,,8.000,,6.900,,8.900,,NO DISCHARGE,,7.000,,NO DISCHARGE,,7.000,,5.800,,7.600,,7.200,,7.700,,6.100,,7.200,,6.800,,6.600,,7.100,,8.700,,7.000,,7.100,,7.200,,NO DISCHARGE,,7.200
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"SOLIDS, TOTAL SUSPENDED",MG/L,1 / 3 MO.,COMP/GRAB,<,1.000,,53.000,,280.000,,172.000,,129.500,,152.000,,160.000,,9.000,,31.600,,61.000,,82.000,,20.000,,58.000,,355.000,,52.500,,64.000,,1063.300,,242.000,,274.000,,111.500,,19.000,,136.000,,543.000,,103.000,,92.000,,67.000,,33.000,,116.000,,193.000,,64.000,,39.000,,387.000,,146.000,,NO DISCHARGE,,28.000,,6.000,,3.000,,4.000,,NO DISCHARGE,,6.500,,8.000,,37.000,,NA,,NO DISCHARGE,,7.330,,10.000,,NO DISCHARGE,,23.000,,9.200,,9.300,,33.000,,9.600,,4.700,,6.700,,NO DISCHARGE,,16.800,,22.000,,10.000,,55.300,,12.800,,NO DISCHARGE,,1.000,,33.000,,8.000,,17.000,<,1.000,,NO DISCHARGE,,78.000,,NO DISCHARGE,,84.000,<,1.000,,23.000,,59.000,<,61.000,,16.000,,36.000,,13.000,,15.000,,19.000,,4.000,,10.000,,1.000,,16.000,,NO DISCHARGE,,14.000
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),OIL & GREASE,MG/L,1 / 3 MO.,GRAB,,5.810,,1.500,,0.200,,2.500,,0.100,,2.600,,0.600,,0.800,,0.200,,2.000,,0.100,,1.500,,1.100,,0.600,,0.800,,0.600,,0.700,,0.400,,1.100,,2.700,,1.900,,0.500,,1.600,,1.100,,0.600,,1.200,,1.900,,1.500,,0.300,,0.600,,1.300,,1.500,,0.900,,NO DISCHARGE,,1.100,,0.900,,0.300,,0.200,,NO DISCHARGE,,0.200,,0.400,,0.300,,NA,,NO DISCHARGE,,0.900,,0.400,,NO DISCHARGE,,0.100,,3.000,,1.200,,0.300,,0.300,,6.500,,0.900,,NO DISCHARGE,,0.600,,1.000,,0.600,,0.600,,1.200,,NO DISCHARGE,<,1.400,<,1.400,<,1.400,<,1.400,<,1.400,<,NO DISCHARGE,<,1.400,<,NO DISCHARGE,<,1.400,<,1.400,<,1.400,<,1.400,<,8.900,<,1.400,<,1.400,<,1.400,<,1.450,<,1.400,<,1.400,,8.900,,2.600,,1.400,,NO DISCHARGE,,1.400
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"NITROGEN, TOTAL",MG/L,1 / 3 MO.,COMP/GRAB,,0.560,,11.680,,0.660,,0.950,,1.362,,4.466,,3.616,,1.250,,1.220,,1.414,,3.043,,4.450,,1.953,,16.760,,4.530,,9.640,,5.230,,1.700,,8.450,,1.290,<,0.050,<,0.050,<,0.050,,0.220,,0.580,,0.320,<,0.050,<,0.550,<,0.360,<,0.482,<,0.230,<,0.050,,0.165,,NO DISCHARGE,,1.860,,0.270,,0.320,,0.542,,NO DISCHARGE,,0.753,,0.423,,0.793,,NA,,NO DISCHARGE,,1.160,,0.950,,NO DISCHARGE,,1.580,,1.175,,0.460,,1.020,,1.400,,0.345,,0.921,,NO DISCHARGE,,1.110,,0.370,,1.090,,2.960,,1.200,,NO DISCHARGE,,0.300,,0.510,,0.420,,0.180,,0.840,,NO DISCHARGE,,1.680,,NO DISCHARGE,,0.920,,0.280,,0.420,,1.490,,0.460,,0.270,,0.380,,0.850,,0.250,,0.460,,0.970,,0.740,,0.130,,0.350,,NO DISCHARGE,,0.450
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"NITROGEN, KJELDAHL  (NO LONGER REQUIRED 12-2013)",MG/L,1 / 3 MO.,COMP/GRAB,,0.390,,11.200,,0.330,,0.380,,0.773,,3.290,,2.240,,1.180,,0.830,,0.770,,2.950,,3.930,,1.860,,15.500,,4.480,,8.950,,4.800,,1.420,,8.400,,1.240,,2.800,,2.280,,1.280,,2.370,,1.340,,5.000,,8.850,,0.650,,0.750,,1.290,,3.590,,1.590,,0.665,,NO DISCHARGE,,0.844,<,0.050,,0.085,<,0.100,,NO DISCHARGE,<,0.050,,0.080,<,1.000,,NA,,NO DISCHARGE,<,1.000,,0.050,,NO DISCHARGE,<,0.500,,5.260,<,0.100,,0.200,<,0.070,,0.476,,0.015,,NO DISCHARGE,<,0.087,,0.307,,0.226,,0.077,,0.381,,NO DISCHARGE,,0.300,,0.510,,0.380,,0.170,<,0.050,,NO DISCHARGE,,0.760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"PHOSPHORUS, DISSOLVED",MG/L,1 / 3 MO.,COMP/GRAB,,0.140,,0.560,,0.473,,0.480,,0.250,,0.151,,0.120,,0.166,,0.129,,0.153,,0.380,,0.740,,0.150,,2.720,,1.190,,2.860,,0.670,,2.060,,0.670,,0.900,,1.410,,0.560,,0.660,,0.620,,0.890,,0.860,,0.480,,0.260,,0.440,,0.440,,0.137,,0.353,,0.050,,NO DISCHARGE,,0.011,,0.274,,0.265,,0.199,,NO DISCHARGE,,0.331,,0.054,,0.162,,NA,,NO DISCHARGE,,0.060,,0.300,,NO DISCHARGE,,0.824,,0.600,<,0.100,,1.600,,1.400,,0.920,,0.600,,NO DISCHARGE,,0.640,,0.300,,1.000,,0.500,,0.500,,NO DISCHARGE,,0.080,,0.050,,0.070,,0.050,,0.050,,NO DISCHARGE,,0.330,,NO DISCHARGE,,0.590,,0.060,,0.110,,0.600,,0.470,,0.160,,0.080,,0.850,<,0.050,,0.100,,0.420,,0.160,,0.050,,0.420,,NO DISCHARGE,,0.100
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),HARDNESS (CACO3) TOTAL,MG/L,1 / 3 MO.,COMP/GRAB,,28.000,,50.000,,0.000,,0.000,,16.000,,20.000,,26.000,,40.000,,26.000,,20.000,,20.000,,34.000,,32.000,,26.000,,32.000,,44.000,,32.000,,32.000,,68.000,,40.000,,42.000,,38.000,,22.000,,10.000,,16.000,,8.000,,12.000,,2.000,,4.000,,66.000,,102.000,,84.000,,56.000,,NO DISCHARGE,,20.000,,16.000,,75.000,,15.800,,NO DISCHARGE,,10.200,,13.800,,1.610,,NA,,NO DISCHARGE,,3.360,,24.000,,NO DISCHARGE,,1.540,,22.000,,24.000,,12.000,,17.000,,30.000,,20.000,,NO DISCHARGE,,12.000,,40.000,,30.000,,30.000,,10.000,,NO DISCHARGE,,16.000,,28.000,,24.000,,12.000,,20.000,,NO DISCHARGE,,22.000,,NO DISCHARGE,,40.000,,36.000,,28.000,,28.000,,32.000,,44.000,,24.000,,36.000,,4.000,,44.000,,14.000,,32.000,,16.000,,20.000,,NO DISCHARGE,,16.000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.600,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.900,,,,,,
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"SILVER, TOTAL RECOVERABLE",UG/L,1 / 3 MO.,COMP/GRAB,,6.800,,1.000,<,1.000,<,1.000,<,10.000,<,10.000,,5.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,,NO DISCHARGE,<,0.100,<,0.100,<,1.000,<,0.001,,NO DISCHARGE,<,0.001,<,0.001,<,0.001,,NA,,NO DISCHARGE,<,1.000,,1.000,,NO DISCHARGE,<,0.200,<,0.100,<,0.100,,0.190,<,0.100,,0.110,<,0.100,,NO DISCHARGE,<,0.100,<,0.100,<,0.100,<,0.100,<,0.100,,NO DISCHARGE,<,0.500,<,0.500,<,0.500,<,0.500,<,0.500,<,NO DISCHARGE,<,0.500,<,NO DISCHARGE,<,0.500,<,0.500,<,50.000,<,0.500,,2.000,<,0.500,,3.000,<,0.500,,40.000,<,0.500,,4.000,,7.000,,0.500,,3.000,,NO DISCHARGE,,0.500
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"ZINC, TOTAL RECOVERABLE",UG/L,1 / 3 MO.,COMP/GRAB,,31.000,,26.000,,38.000,,7.800,,280.000,,162.000,,84.000,,800.000,,28.000,,21.000,,37.000,<,1.000,,26.000,,65.000,,42.000,,26.000,,32.000,,20.000,,5.000,,5.000,<,1.000,<,5.000,<,5.000,,5.000,,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,,NO DISCHARGE,,9.100,,230.000,<,1.000,,0.002,,NO DISCHARGE,,0.001,,0.005,,0.029,,NA,,NO DISCHARGE,,6.480,,14.500,,NO DISCHARGE,,15.400,,14.700,,0.500,,76.200,,10.700,,14.200,,41.600,,NO DISCHARGE,,28.900,,15.800,<,0.100,,169.000,,26.100,,NO DISCHARGE,,22.930,,86.800,<,1.000,<,1.000,<,1.000,,NO DISCHARGE,<,1.000,<,NO DISCHARGE,<,1.000,<,1.000,,4.000,,72.000,,89.000,,18.000,<,1.000,,86.000,,4.000,<,1.000,,116.000,,69.000,,1.000,,13.000,,NO DISCHARGE,,11.800
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"CADMIUM, TOTAL RECOVERABLE",UG/L,1 / 3 MO.,COMP/GRAB,<,0.500,,0.500,<,1.000,<,1.000,,5.000,<,1.000,<,1.000,<,1.000,,3.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,5.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,,NO DISCHARGE,,7.320,<,0.100,<,1.000,,0.009,,NO DISCHARGE,<,0.001,,0.001,,0.014,,NA,,NO DISCHARGE,<,1.000,,1.000,,NO DISCHARGE,<,0.200,,0.120,,0.200,,6.080,<,0.300,,0.280,,0.470,,NO DISCHARGE,,0.126,<,0.100,<,0.100,<,0.100,<,0.100,,NO DISCHARGE,<,0.100,<,0.100,<,0.100,<,0.500,<,0.100,<,NO DISCHARGE,<,0.100,<,NO DISCHARGE,<,0.100,<,0.100,<,0.100,<,0.100,<,0.100,<,0.100,<,0.100,,3.700,<,0.100,<,0.100,,1.900,,6.000,,3.600,,2.800,,NO DISCHARGE,,0.100
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"LEAD, TOTAL RECOVERABLE",UG/L,1 / 3 MO.,COMP/GRAB,,1.480,,3.850,,29.000,,19.700,,28.000,,66.400,,13.000,,37.000,,4.000,,2.000,<,1.000,,5.000,,6.700,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,1.000,<,5.000,<,1.000,,NO DISCHARGE,,7.090,<,0.100,<,1.000,,0.002,,NO DISCHARGE,<,0.001,,0.001,<,0.001,,NA,,NO DISCHARGE,,0.760,,1.600,,NO DISCHARGE,,2.400,,4.200,,1.040,,2.630,,1.100,,1.540,,3.100,,NO DISCHARGE,<,0.100,<,0.100,<,0.100,<,0.100,,1.200,,NO DISCHARGE,,0.740,<,0.500,<,0.500,<,0.500,,196.000,<,NO DISCHARGE,,11.000,<,NO DISCHARGE,<,11.000,<,0.500,,7.000,,3.000,,14.000,,2.000,,3.900,<,0.500,,40.000,<,0.500,,11.000,<,0.500,,7.900,,4.000,,NO DISCHARGE,,0.500
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"COPPER, TOTAL RECOVERABLE",UG/L,1 / 3 MO.,COMP/GRAB,,2.650,,13.500,,16.700,,2.500,,14.000,,40.700,,42.000,<,1.000,,7.000,<,1.000,<,1.000,<,1.000,<,1.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,,NO DISCHARGE,,8.780,,4.946,,1.600,,0.009,,NO DISCHARGE,,0.002,,0.001,,0.025,,NA,,NO DISCHARGE,,1.760,,4.740,,NO DISCHARGE,,8.600,,5.550,,1.040,,51.300,,6.940,,5.900,,3.620,,NO DISCHARGE,,1.800,,2.500,<,0.100,,18.500,,9.200,,NO DISCHARGE,,9.050,,13.200,<,0.500,<,0.500,,30.000,,NO DISCHARGE,,13.000,<,NO DISCHARGE,<,19.000,<,0.500,<,0.500,,33.000,<,13.000,<,0.500,,10.000,,1.800,<,0.500,<,0.500,,6.000,,11.000,,4.800,,4.600,,NO DISCHARGE,,3.600
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),FLOW IN CONDUIT / THRU TREAT. PLANT,MGD,1 / 3 MO.,INST,,0.144,,0.432,,1.700,,1.790,,0.467,,2.660,,1.514,,0.020,,0.242,,0.100,,0.100,,0.040,,0.323,,0.323,,0.058,,3.600,,0.820,,0.810,,0.404,,0.132,,0.404,,2.692,,0.954,,0.673,,1.817,,0.403,,0.484,,0.805,,0.969,,0.134,,0.397,,0.807,,1.210,,NO DISCHARGE,,0.782,,4.845,,0.403,,0.807,,NO DISCHARGE,,0.001,,0.431,,0.081,,NA,,NO DISCHARGE,,1.615,,0.485,,NO DISCHARGE,,0.027,,0.251,,5.163,,0.808,,0.121,,0.436,,0.324,,NO DISCHARGE,,0.302,,4.309,,3.447,,0.484,,0.162,,NO DISCHARGE,,0.003160,,0.000240,,0.001958,,0.001872,,0.688700,,NO DISCHARGE,,0.000150,,NO DISCHARGE,,0.004320,,0.004320,,0.001800,,0.004320,,0.190200,,1.522000,,0.002260,,0.007200,,0.007200,,0.086100,,0.001512,,0.007200,,3.383000,,0.009590,,NO DISCHARGE,,0.004320
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"SOLIDS, TOTAL DISSOLVED",MG/L,1 / 3 MO.,COMP/GRAB,,92.000,,128.000,,42.000,,36.000,,70.000,,70.000,,74.000,,42.000,,51.000,,42.250,,45.500,,50.500,,47.500,,87.000,,41.500,,66.000,,165.500,,82.000,,87.500,,78.000,,56.000,,59.000,,104.500,,38.500,,42.000,,56.000,,54.250,,61.500,,49.500,,62.000,,61.500,,149.500,,150.000,,NO DISCHARGE,,56.000,,53.500,,79.000,,50.000,,NO DISCHARGE,,44.000,,55.000,,68.000,,NA,,NO DISCHARGE,,56.000,,60.000,,NO DISCHARGE,,93.000,,61.000,,111.000,,71.000,,91.000,,55.000,,106.000,,NO DISCHARGE,,52.000,,29.000,,31.000,,113.000,,32.000,,NO DISCHARGE,,70.000,,18.000,,104.000,,182.000,,66.000,,NO DISCHARGE,,62.000,,NO DISCHARGE,,64.000,,13834.000,,72.000,,60.000,,84.000,,118.000,,78.000,,94.000,,50.000,,24.000,,52.000,,44.000,,98.000,,80.000,,NO DISCHARGE,,38.000
